rating,summary,review,sentiment,review_length,clean_review,vader_sentiment
5,Yummy,"Pocky is an incredibly good snack, but more than that, I was impressed with Very Asia's packaging. I had stupidly ordered something as easy to melt as chocolate in the dead heat of summer. On top of that the package of dessert pocky I ordered in 100 degree weather melted into this liquid goo. T_T So of course I was expecting all the pocky in my 10 boxes to be melted away, but they took the special care to put the pocky in a box reading ""PROTECT FROM HEAT"" and my pocky arriving in perfect condition! (Well, they did stick together just a bit). I love Very Asia more than anything now.",positive,112,pocky incredibly good snack impressed asias packaging stupidly ordered something easy melt chocolate dead heat summer top package dessert pocky ordered degree weather melted liquid goo tt course expecting pocky boxes melted away took special care put pocky box reading protect heat pocky arriving perfect condition well stick together bit love asia anything,positive
2,Doesn't taste as it should,"I think the Pocky did not get stored rightly. The chocolate was falling off from the biscuit stick, and doesn't taste as it should. Many of them stick together, and whenever I want to split them up, it just becomes very messy. Now I need to clean up my desk every time after I have it.",negative,56,think pocky get stored rightly chocolate falling biscuit stick doesnt taste many stick together whenever want split becomes messy need clean desk every time,negative
5,Pocky!!,Everyone loves Pocky and if they say they don't they are lying lol. The Pocky arrived in good condition with minimal melting and very few broken pieces.,positive,27,everyone loves pocky say dont lying lol pocky arrived good condition minimal melting broken pieces,positive
5,Great Buy,"These where great couldnt stop eating them.<br />Lowest priced anywhere and will buy even more next time.<br />Cant say enough about these, they where shipped faster than what I paid to have shipped also.<br />Thank you so much.",positive,38,great couldnt stop eating themlowest priced anywhere buy even next timecant say enough shipped faster paid shipped alsothank much,positive
5,Good stuff,"I had bought Pocky when on vacation and enjoyed it but living where there are no Asian stores I have to shop on the internet. The guys in the family seem to like it better than the ladies for some reason. For a bit of insanity, search for Pocky commercials on youtube!",positive,52,bought pocky vacation enjoyed living asian stores shop internet guys family seem like better ladies reason bit insanity search pocky commercials youtube,positive
2,Pocky sticks together,The individual Pocky sticks are not separately packaged and melt and stick together while being shipped.,negative,16,individual pocky sticks separately packaged melt stick together shipped,neutral
1,Really wanted to like these...,"This product must qualify for some sort of deceptive packaging award. The box only contains 5 bars and the wrappers are smaller than normal, so at least 50% of the interior of the box is air. Then when you unwrap the bar you find they are only about 60% the length of a ""normal"" snack bar. The rest of it is empty air inside the wrapper. If they were to not include wrappers those 5 bars would occupy less than 25% of the space inside the box.<br /><br />As far as taste goes they are so-so. On the dry side with a hint of berry flavor. Celiacs, who are used to inferior products, won't be disappointed in the taste of this one.<br /><br />I've also had their cookies and they suffer from the same sort of deceptive packaging. The picture on the side of the box shows what most of us would consider a normal sized cookie. But when you open the box you find that it mostly contains a plastic tray holding cookies about the size of a quarter.<br /><br />I really want to like this company. They seem to be trying hard and coming out with new products and keeping allergens out of the production process. That is why I've continued to try their products. I bought their granola many times, always wanting to like it, but it is some of the worst food I've ever had. The ""clusters"" are hard as the partially popped kernels at the bottom of your bag of popcorn and more fitting for gerbils than people.<br /><br />All in all I would not recommend Enjoy Life foods.",negative,274,product must qualify sort deceptive packaging award box contains bars wrappers smaller normal least interior box air unwrap bar find length normal snack bar rest empty air inside wrapper include wrappers bars would occupy less space inside boxas far taste goes soso dry side hint berry flavor celiacs used inferior products wont disappointed taste oneive also cookies suffer sort deceptive packaging picture side box shows us would consider normal sized cookie open box find mostly contains plastic tray holding cookies size quarteri really want like company seem trying hard coming new products keeping allergens production process ive continued try products bought granola many times always wanting like worst food ive ever clusters hard partially popped kernels bottom bag popcorn fitting gerbils peopleall would recommend enjoy life foods,negative
5,"Good berry flavor, excellent price.",This was the first peanut free product I bought for my son.  I thought they were tasty.  The kids liked them too.  For some reason they think they are strawberry bars.  I love the soft texture and the non crumbly state.  It makes for clean car rides.  Since then they like the apple and chocolate bars the best.  Berry is always left for last.  Amazon has a wonderful price and I just wish it could be a subscribe item.,positive,79,first peanut free product bought son thought tasty kids liked reason think strawberry bars love soft texture non crumbly state makes clean car rides since like apple chocolate bars best berry always left last amazon wonderful price wish could subscribe item,positive
2,The chocolate ones are much better,"I have recently stopped eating a number of allergens (dairy, soy, nuts) and these were one of the few snacks which fit into my dietary restrictions.  Unfortunately, these were pretty gross - miserable texture and more cardboard flavored than berry.  I threw them away.  I would recommend the cocoa ones as they are much tastier and also allergen free.",negative,59,recently stopped eating number allergens dairy soy nuts one snacks fit dietary restrictions unfortunately pretty gross miserable texture cardboard flavored berry threw away would recommend cocoa ones much tastier also allergen free,positive
1,Something has changed,"My daughter had extensive food allergies as an infant/toddler and we bought these bars consistently.  She still has the nut and egg allergy so I like that I can trust the manufacturer and know the food is safe.  Unfortnately the last few times we have purchased the bars (all varieties) they have been hard as a rock and my daughter won't eat them.  I have tried them myself and thought I might break a tooth. I had them on subscribe and save; which I have now cancelled and have several boxes which no one in my family will eat.  I agree with a previous post. I want to love these bars and I love everything the company stands for (and actually really like their cookies), but something has changed with these bars and they are just not even appetizing.  I hope they address the issue and I will certainly try them again if they do something to enhance the taste and address the issue with the texture. A total bummer -  they were better in the past but something changed with the taste, along with their new packaging!!",negative,188,daughter extensive food allergies infanttoddler bought bars consistently still nut egg allergy like trust manufacturer know food safe unfortnately last times purchased bars varieties hard rock daughter wont eat tried thought might break tooth subscribe save cancelled several boxes one family eat agree previous post want love bars love everything company stands actually really like cookies something changed bars even appetizing hope address issue certainly try something enhance taste address issue texture total bummer better past something changed taste along new packaging,positive
5,Good berry flavor,My son with multiple food allergies really enjoys these bars.  I find that they have a good berry taste.  They also have a nice chewyness.,positive,25,son multiple food allergies really enjoys bars find good berry taste also nice chewyness,positive
4,great taste But size it smaller,i love them. not too sweet but just right. any allergy free food is great in my book. hope non of these ingredients contains Corn...thats a no no for me too. HOWEVER I DONT APPRECIATE THE FACT THAT I OPENED MY NEW BOX AND THE CUT 1/4 OF IT OFF. IF THE SIZE IT LESS THEN SO SHOULD THE CHARGE. THIS WILL EFFECT MY DECISION IN BUYING AGAIN. I AM NOT A TODDLER I NEED A REAL SIZE BAR PLEASE,positive,80,love sweet right allergy free food great book hope non ingredients contains cornthats however dont appreciate fact opened new box cut size less charge effect decision buying toddler need real size bar please,positive
2,"Cheaper Ingredients, Lowered Quality","I was extremely disappionted when I opened my shipment of Enjoy Life On The Go Bars (Very Berry, Carmel Apple, and Cocoa Loco). The boxes are now a plain, generic design..you know, the kind all brands change to when they want to make their products look cheaper. I then compared the ingredients of the new shipment with the older boxes I still had at home. Guess what?! Cheaper ingredients! Next, I taste-tested, and let my 3 year old help. He wouldn't eat the new ones...and I can't blame him. They are oily and bland. I thought Enjoy Life was a brand that actually cared about using quality ingredients to make a good-tasting product. I was wrong. In summary, these are way too expensive to be made with low-quality, unpalatable ingredients.",negative,130,extremely disappionted opened shipment enjoy life go bars berry carmel apple cocoa loco boxes plain generic designyou know kind brands change want make products look cheaper compared ingredients new shipment older boxes still home guess cheaper ingredients next tastetested let year old help wouldnt eat new onesand cant blame oily bland thought enjoy life brand actually cared using quality ingredients make goodtasting product wrong summary way expensive made lowquality unpalatable ingredients,positive
1,Not a Fan,Refer to the picture I posted above.  The bar is half the size you think it is going to be...It is literally a two-bite bar.  Very deceptive advertising.  That and the fact that they are ridiculously expensive is the reason for the one star.  My 10 year old son ate one and didn't like them. I ate one and agreed as did my husband.  Couldn't give it away!  Everyone has different tastes but these are no tasty treat as far as I'm concerned.,negative,83,refer picture posted bar half size think going beit literally twobite bar deceptive advertising fact ridiculously expensive reason one star year old son ate one didnt like ate one agreed husband couldnt give away everyone different tastes tasty treat far im concerned,positive
4,Perfect Size,"With all the allergies in our family, these ended up working out great.  We don't have any negative reactions to the ingredients and though we don't buy many pre packaged foods, these work for 'on-the-go'. Our family tried several varieties and I prefer the Cocoa Loco Bars; they're almost like a Tootsie Roll to me-though I can't eat Tootsie Rolls, so this is a great substitute for that occasional craving.  My family prefers the Very Berry Bars because they can eat those when they miss breakfast, need a healthy snack, or my son will take them on his cross country running meets.  They are very dense and filling-not a 'soft bar' and we always eat them while having some liquid to drink at the same time.",positive,126,allergies family ended working great dont negative reactions ingredients though dont buy many pre packaged foods work onthego family tried several varieties prefer cocoa loco bars theyre almost like tootsie roll methough cant eat tootsie rolls great substitute occasional craving family prefers berry bars eat miss breakfast need healthy snack son take cross country running meets dense fillingnot soft bar always eat liquid drink time,positive
4,Pretty good overall,"I'm new to food allergies.  My 6mo son was diagnosed with some severe FA and since he's still breastfed, I had to drastically alter my diet.<br /><br />Before learning about this brand, I was stuck eating chicken breasts with potatoes for every meal.  So when I stumbled upon this at my local Whole Foods, I was very excited to try it.<br /><br />Overall, I really like them.  It's got pretty good texture, taste and heft.  It's not so dense that you want to gag after two bites but also not so light that you can eat the whole box (which really isn't that big).<br /><br />I know alot of people complain about the size/packaging and I agree somewhat.  But each bar is an ounce and 120 calories... on par with many other breakfast bars.  I like the Berry flavor the best, it's the closest to real, non FA specialty flavor. Overally, I'm grateful for these bars because now I can tote several in my diaper bag and car and know that when I really need a quick snack, I won't be left stranded.",positive,183,im new food allergies mo son diagnosed severe fa since hes still breastfed drastically alter dietbefore learning brand stuck eating chicken breasts potatoes every meal stumbled upon local whole foods excited try itoverall really like got pretty good texture taste heft dense want gag two bites also light eat whole box really isnt bigi know alot people complain sizepackaging agree somewhat bar ounce calories par many breakfast bars like berry flavor best closest real non fa specialty flavor overally im grateful bars tote several diaper bag car know really need quick snack wont left stranded,positive
5,My child LOVES them!,My son has severe allergies.  This is an item he loves and is a convenience for me.  I feel good giving them to him and they taste great!,positive,28,son severe allergies item loves convenience feel good giving taste great,positive
4,small but good,"Tasty, convenient bars for people with celiac disease. They seem to have gotten smaller over time, but the taste and convenience outweigh the reduction in size (and the price).",positive,29,tasty convenient bars people celiac disease seem gotten smaller time taste convenience outweigh reduction size price,neutral
5,You can't go wrong,If you are looking for a great gluten free snack you won't be sorry you chose this product. My favorite flavor is the apple and nut.,positive,26,looking great gluten free snack wont sorry chose product favorite flavor apple nut,positive
4,"Yummy, but small...","This brand of granola bars are really good.  The very berry are my favorite.  However, the bars are almost ridiculously small.  Yeah, we're gluten free, so our food is a lot more dense than other food, but honestly, can we not have normal sized, good tasting granola bars?  They really are tiny.  So, the taste is GREAT but the bar is small.",positive,62,brand granola bars really good berry favorite however bars almost ridiculously small yeah gluten free food lot dense food honestly normal sized good tasting granola bars really tiny taste great bar small,positive
3,Be Very Berry Wary.,"They are OK, but my husband only eats them when we are in car. We keep them there for a celiac snack. (Hard to find when roaming around.) He won't eat them otherwise. They are definitely raspberry, but are kind of dry.<br />  We have never tried any other snack bars, so in all honesty they may be the norm. I don't know.<br />  We DO like Enjoy Life's other products.<br />  They are GF, have no MSG or related products or aspartates.",neutral,83,ok husband eats car keep celiac snack hard find roaming around wont eat otherwise definitely raspberry kind dry never tried snack bars honesty may norm dont know like enjoy lifes products gf msg related products aspartates,positive
5,Highly recomended!,Great taste. Great ingredients. Great texture. Absolutely delicious! They are a little smaller and you may still be hungry if it is for a meal. I give one to my 5 year old son for breakfast and he is still a little hungry for more. Either that or they taste so good he wants more.,positive,55,great taste great ingredients great texture absolutely delicious little smaller may still hungry meal give one year old son breakfast still little hungry either taste good wants,positive
5,Very Berry Snack Bars,"Recently diagnosed a gluten-intolerant, I have been looking for products that allow me to resume a semblance of my former life. These snack bars fit the bill. They have the mouth-feel of a traditional snack bar, and a pleasant tart-sweet fruit flavor.",positive,42,recently diagnosed glutenintolerant looking products allow resume semblance former life snack bars fit bill mouthfeel traditional snack bar pleasant tartsweet fruit flavor,positive
4,Great snack,"My son Loves these ""fruit bars"" they are smaller than your typical wheat fruit bars.  My suggestion it to get your child to like these first before you try the chocolate ones... Now my son favors them (chocolate) ones MORE than the berry ones...",positive,44,son loves fruit bars smaller typical wheat fruit bars suggestion get child like first try chocolate ones son favors chocolate ones berry ones,positive
5,Great bars for gluten-free diets!,"If you want a really good snack bar try these, they are healthy and taste as good as any granola bar, but without the gluten!! I buy these regularly.",positive,29,want really good snack bar try healthy taste good granola bar without gluten buy regularly,positive
1,ABSOLUTELY VILE!!!,"Imagine taking some kids' playground chalk, perhaps that tan colored one and grinding it into powder with plenty of chunks. Then scoop it up and put it in your mouth.<br /><br />That's how disgusting this bar is.<br /><br />I have no idea how and who is rating this as flavorful, IT HAS NONE. I've done nutritional coaching for 30 years and watched healthy foods progress from painfully bad to barely edible to excellent.<br /><br />This neanderthal-era gluten free bar is so bad I want to go to my local grocery store, take all the boxes off off the shelf and hide them in a different part of the store (perhaps, if there's a trash compactor?) just to protect people from the experience my daughter had with this product.<br /><br />Save your money for these ridiculously expensive and spend it on anything else.<br /><br />""Enjoy Life"" bars? Being ill is better than putting this garbage in your mouth.",negative,157,imagine taking kids playground chalk perhaps tan colored one grinding powder plenty chunks scoop put mouththats disgusting bar isi idea rating flavorful none ive done nutritional coaching years watched healthy foods progress painfully bad barely edible excellentthis neanderthalera gluten free bar bad want go local grocery store take boxes shelf hide different part store perhaps theres trash compactor protect people experience daughter productsave money ridiculously expensive spend anything elseenjoy life bars ill better putting garbage mouth,negative
5,Fantastic Coffee!!  Best I've ever had,"My brother bought me a pound of this coffee for Christmas.  He told me that ""weaver"" was the original roaster for Pete's coffee, he eventually split off and started his own roaster.  Well let me tell you the stuff is delicious!  I've never been married to a brand of coffee, usually would buy the Starbucks 2.5 lb bag at Costco, or whatever looked good at Trader Joes, but Weavers is in a class of it's own.  I'm subscribing to guarantee I can have this stuff delivered to me regularly.  TRY IT!!",positive,91,brother bought pound coffee christmas told weaver original roaster petes coffee eventually split started roaster well let tell stuff delicious ive never married brand coffee usually would buy starbucks lb bag costco whatever looked good trader joes weavers class im subscribing guarantee stuff delivered regularly try,positive
5,Strictly the Best!,"This is the best coffee we've ever had. A light taste but very full bodied. I was very pleased with the packaging, having it resealable keeps it stay fresher much longer and unlike other brands this construction stays intact. I must say you wont be displeased with your purchase, this is a must buy!",positive,54,best coffee weve ever light taste full bodied pleased packaging resealable keeps stay fresher much longer unlike brands construction stays intact must say wont displeased purchase must buy,positive
5,Best Coffee!,This is the best coffee we've ever had.  I run The American Pavilion in Cannes and Weaver's was by far and  away our most popular coffee sponsor!  Hundreds of people come to The Pavilion every day looking for American coffee and they were not disappointed.  We did a booming business this year!  Buy it!  You'll be so happy you did!  Julie,positive,61,best coffee weve ever run american pavilion cannes weavers far away popular coffee sponsor hundreds people come pavilion every day looking american coffee disappointed booming business year buy youll happy julie,positive
4,Beautiful presentation ...and a pretty good tea too!,"For those looking for a more exotic tea drinking experience and who like white Jasmine tea, Numi's Flower Jewel is worth a look. About the size of a gum-ball, these jewels slowly open in water to form a flower shape around the central amaranth flower. They are meant to be decorative so glass teapot is a must when preparing this tea.<br /><br />Decorative does not mean tasteless. As a white tea, the flavor is mild, but rich and soothing. The jasmine is wonderful but does not overpower the tea. I have had stronger jasmine teas, but this one is quite balanced and tasty. I used a small glass pot when preparing it and was able to get more than 7 yummy infusions out of the jewel before the flavor and scent began to fade. The white tea tips are plentiful and of a high quality and don't get bitter if seeped for long periods.<br /><br />I must deduct some points though for the high price to tea ratio and the fragility of the flower jewels. Pouring hot water directly on them can cause pieces to fall of and after the 3rd or 4th infusion more of the flower starts to fall apart, though to be fair the main flower shape remains fairly intact. Some even come out of the box starting to missing the central flower or bits of leaf. Better packaging might solve this.<br /><br />If you want a tea experience that looks as good as it tastes and smells, or are entertaining and want a conversation piece, then Numi Tea Flower Jewel should be on your short list.",positive,270,looking exotic tea drinking experience like white jasmine tea numis flower jewel worth look size gumball jewels slowly open water form flower shape around central amaranth flower meant decorative glass teapot must preparing teadecorative mean tasteless white tea flavor mild rich soothing jasmine wonderful overpower tea stronger jasmine teas one quite balanced tasty used small glass pot preparing able get yummy infusions jewel flavor scent began fade white tea tips plentiful high quality dont get bitter seeped long periodsi must deduct points though high price tea ratio fragility flower jewels pouring hot water directly cause pieces fall rd th infusion flower starts fall apart though fair main flower shape remains fairly intact even come box starting missing central flower bits leaf better packaging might solve thisif want tea experience looks good tastes smells entertaining want conversation piece numi tea flower jewel short list,positive
2,Break Easily,"The first ball worked pretty well, it just looked a little beaten up.  Since then, ~half of these have fallen to pieces in hot water (all of them do after sitting for a bit).  If you don't mind the rate of failure, the tea itself is pretty good and fairly tolerant of being steeped for a long time (especially considering that it is white tea).",negative,65,first ball worked pretty well looked little beaten since half fallen pieces hot water sitting bit dont mind rate failure tea pretty good fairly tolerant steeped long time especially considering white tea,positive
4,Wonderful Tea!,"Numi has a winner here with this tea! My husband, son and I often share this wonderful tea after dinner. It is very pleasant and the reason they love it, it does not turn bitter after longer steeping, like other teas do!",positive,42,numi winner tea husband son often share wonderful tea dinner pleasant reason love turn bitter longer steeping like teas,positive
5,I can't take the smell,"The product is all that it says it is which is why I gave it 5 stars.  However, I do have issues with the product, namely, me and my family members can't take the smell.  The taste is horrible so I put it in a lotion cream and rubbed it on my skin.  This was a few weeks ago and though I've since changed my sheets, the scent is still in my bed.  Ultimately, I stopped using it because it made me smell in a way I did not like.  It smells like an Indian spice and while it didn't work for me, scent-wise, it may work fine with someone else.",positive,111,product says gave stars however issues product namely family members cant take smell taste horrible put lotion cream rubbed skin weeks ago though ive since changed sheets scent still bed ultimately stopped using made smell way like smells like indian spice didnt work scentwise may work fine someone else,negative
3,"Our twins love this one. With the subscription, the price is fair","Both our twins love this one right from the start but it's not loaded with lentils (see ingredients below).  We introduced it when they were 7 months old and now they're 10 months.  I'm glad they are eating something green because we couldn't get them to eat the one with peas when we tried at 7 months, but we got them to eat the peas later at 9 months.<br /><br />Their favorite vegetable is sweet potato and we've also tried sweet potato with cinnamon. They love all the fruit varieties.<br /><br />I'm glad they love this one because lentils and brown rice form a complete protein, although a view of the ingredients shows that lentils is not one of the prime ingredients.<br /><br />This one also has carrots and I've heard all babies like carrots.  I don't know if they would like it without the carrots.  I haven't seen this one - lentils and brown rice - in our local stores, so I'm glad to get it here. Along with some others, we get this one with the subscription.  Of course, with twins one is forced to buy more in bulk and we're so busy that it's great to get these delivered.<br /><br />The packaging is excellent.  I've ordered an unbelievable number of cases of jars of different types and only had one jar arrive broken.<br /><br />Ingredients per label: Water, organic apples, organic carrots, organic brown rice, organic lentils, organic canola oil.<br /><br />This has 70 calories, 10% protein, 100% vitamin A, 4% vitamin C, 2% calcium and 4% iron.<br /><br />I'm informed that the daily intake percentage is based on an adult.",neutral,274,twins love one right start loaded lentils see ingredients introduced months old theyre months im glad eating something green couldnt get eat one peas tried months got eat peas later monthstheir favorite vegetable sweet potato weve also tried sweet potato cinnamon love fruit varietiesim glad love one lentils brown rice form complete protein although view ingredients shows lentils one prime ingredientsthis one also carrots ive heard babies like carrots dont know would like without carrots havent seen one lentils brown rice local stores im glad get along others get one subscription course twins one forced buy bulk busy great get deliveredthe packaging excellent ive ordered unbelievable number cases jars different types one jar arrive brokeningredients per label water organic apples organic carrots organic brown rice organic lentils organic canola oilthis calories protein vitamin vitamin c calcium ironim informed daily intake percentage based adult,positive
4,Dessert to Them.  But is it Nutritional Enough?,"My twin 10-month old babies treat this one as dessert.  Their first Earth's Best jar they loved was straight sweet potatoes.  After water, sweet potatoes are the first ingredient in this one, followed by apricot puree.  That's dessert for them right there.  After that comes the chicken and then brown rice flour (not as good as brown rice though).<br /><br />This is a meal that babies around the age of mine are probably almost all going to love instantly.  Almost all babies love sweet potatoes for starters.  Add apricot puree and there's really not much one could do to discourage babies after that.  I recommend this flavor brand.<br /><br />Ingredients per label: Water, organic sweet potatoes, organic apricot puree, mechanically separated organic chicken, organic brown rice flour.<br /><br />The rice flour absorbed the water and gave it a real nice consistency, and the sweet potatoes gave it a nice color.<br /><br />Nutrition per label: 80 calories, 15% protein, 90% vitamin A, 2% vitamin C, 2% calcium and 6% iron.<br /><br />This one had the most vitamin A of all Earth's Best jars I've tried.  I've been informed that the percentage of daily needs met is based on an adult.",positive,199,twin month old babies treat one dessert first earths best jar loved straight sweet potatoes water sweet potatoes first ingredient one followed apricot puree thats dessert right comes chicken brown rice flour good brown rice thoughthis meal babies around age mine probably almost going love instantly almost babies love sweet potatoes starters add apricot puree theres really much one could discourage babies recommend flavor brandingredients per label water organic sweet potatoes organic apricot puree mechanically separated organic chicken organic brown rice flourthe rice flour absorbed water gave real nice consistency sweet potatoes gave nice colornutrition per label calories protein vitamin vitamin c calcium ironthis one vitamin earths best jars ive tried ive informed percentage daily needs met based adult,positive
3,Repeated deliveries of broken jars.  Great product though,"I liked getting this one for my twin 10-month olds because it has such interesting ingredients, particularly the zucchini and the garbanzo beans.  I like the fact that it's vegetarian yet I believe it has a complete protein since it also has brown rice.  This list of ingredients looks excellent and it's a green color naturally.<br /><br />The babies liked it.  They have liked everything that has carrots.<br /><br />I have the subscription for this one as I really like the ingredients and the fact that I'm giving the babies food that is naturally green.<br /><br />Ingredients per the label: Water, organic corn, organic zucchini, organic green beans, organic brown rice, organic carrots, organic garbanzo beans, organic canola oil.<br /><br />This has 70 calories, 8% protein, 40% vitamin A, 10% vitamin C, 2% calcium and 2% iron.  I've been informed that the percentage of daily needs met is based on an adult.",neutral,152,liked getting one twin month olds interesting ingredients particularly zucchini garbanzo beans like fact vegetarian yet believe complete protein since also brown rice list ingredients looks excellent green color naturallythe babies liked liked everything carrotsi subscription one really like ingredients fact im giving babies food naturally greeningredients per label water organic corn organic zucchini organic green beans organic brown rice organic carrots organic garbanzo beans organic canola oilthis calories protein vitamin vitamin c calcium iron ive informed percentage daily needs met based adult,positive
4,"Good flavor, too runny though","Baby loved this one, but as he has progressed I had to cut this one out because it is too runny and if I have to move the spoon quickly out of the way of his grabby hands, it is all over! I think they could use a little less water maybe a little more potato to make it more the consistency of the turkey dinner one.",positive,67,baby loved one progressed cut one runny move spoon quickly way grabby hands think could use little less water maybe little potato make consistency turkey dinner one,negative
3,12% Protein and 50% Vitamin A,"Earth's Best Turkey Vegetable Dinner hits the spot with apples with turkey. You can add cranberries if you want to take it to the next level.  I just can't find non-sweetened and non-dried cranberries even at the better food stores.<br /><br />Apples, carrots and turkey taste good to my 10-month old growing twin girls.  Babies love carrots since they're sweet to their taste, so that made a great addition.  The whole barley flour absorbs the water to give it an acceptable consistency.<br /><br />The ingredients per the label: Water, organic apples, organic carrots, mechanically separated organic turkey, organic whole barley flour.<br /><br />In addition to 12% protein and 50% vitamin A, it has 6% calcium and 4% iron.<br /><br />I'm very pleased my babies like this food and are being introduced to so many foods through Earth's Best.  I've been informed that the percentage of daily needs met is based on an adult.",neutral,153,earths best turkey vegetable dinner hits spot apples turkey add cranberries want take next level cant find nonsweetened nondried cranberries even better food storesapples carrots turkey taste good month old growing twin girls babies love carrots since theyre sweet taste made great addition whole barley flour absorbs water give acceptable consistencythe ingredients per label water organic apples organic carrots mechanically separated organic turkey organic whole barley flourin addition protein vitamin calcium ironim pleased babies like food introduced many foods earths best ive informed percentage daily needs met based adult,positive
5,Baby Lilly says 2 thumbs up!,"My little girl can't get enough of this! I like that it is organic and contains fruit, veggies, protein and grains in one tasty meal. I wish it came in larger portions since my 10 month old always wants 2 jars.",positive,41,little girl cant get enough like organic contains fruit veggies protein grains one tasty meal wish came larger portions since month old always wants jars,positive
5,Earth's Best Rice & Lentil dinner,"Its my daughter's favorite first and foremost.  For me I love that i can get lentils, there aren't many stage 2 or 3 vegetarian choices.",positive,25,daughters favorite first foremost love get lentils arent many stage vegetarian choices,positive
1,Plastic in the food!,"Wow, i am shocked to find clear plastic pieces in the jars. The other posters say they notified Earth's Best about this in August and they are still selling it without checking or recalling!! No more earth's best for my little guy. I am taking my business elsewhere and I am very sad that organic company is selling baby food with plastic and bpa in their jars. They gotta do better than this to get my business.",negative,77,wow shocked find clear plastic pieces jars posters say notified earths best august still selling without checking recalling earths best little guy taking business elsewhere sad organic company selling baby food plastic bpa jars gotta better get business,positive
4,My baby's favorite 2nd stage food so far and great for constipation!,"I like the Earth's Best baby food line because of the organic ingredients. Amazon has great prices (especially if you subscribe) and free delivery to your doorstop, which is convenient when you're a busy mom. My daughter doesn't like a lot of baby foods, but will eat this one. As other reviewers have stated, it's a bit runnier that other EB's stage 2 foods, so I add some oatmeal to it. It's also a bit bland, so I add a dash of cinnamon after heating it up. As an added bonus, it works wonders for her digestive tract! She had problems with constipation for about 2.5 months, sometimes going up to 10 days before we had to give her a suppository, and then I discovered that this food makes her poop every time (I also started giving her a sippy cup of water with meals and during the day to help with the fiber). I rated it 4 instead of 5 stars because the main ingredients are sweet potatoes and apricots rather than sweet potatoes and chicken. I wish there were more chicken in this so there was more protein.",positive,190,like earths best baby food line organic ingredients amazon great prices especially subscribe free delivery doorstop convenient youre busy mom daughter doesnt like lot baby foods eat one reviewers stated bit runnier ebs stage foods add oatmeal also bit bland add dash cinnamon heating added bonus works wonders digestive tract problems constipation months sometimes going days give suppository discovered food makes poop every time also started giving sippy cup water meals day help fiber rated instead stars main ingredients sweet potatoes apricots rather sweet potatoes chicken wish chicken protein,positive
5,Sons Favorite Dinner!!!,"This is my son's favorite dinner! Best of all it seems it has the best combo of protein (21%) , vitamin A (100%) and C (30%). It is runnier than most of their dinners which was a great start for solids with protein in it. Love love love this brand and flavor. I think I purchased 50 jars so far.",positive,60,sons favorite dinner best seems best combo protein vitamin c runnier dinners great start solids protein love love love brand flavor think purchased jars far,positive
5,No Issues,"I don't know how everyone else got these broken, but when I received them they came wrapped in plastic and in bubble wrap, not a single jar was broken.  My son loves them and the price was great and I had no issues at all.",positive,45,dont know everyone else got broken received came wrapped plastic bubble wrap single jar broken son loves price great issues,positive
3,Too thin,Would be a quality product if it weren't so thin. Nearly the consistency of soup. It just makes too much of a mess no matter how careful you try to be.,neutral,31,would quality product werent thin nearly consistency soup makes much mess matter careful try,negative
5,A great place to start,"I would love to say that I have the time to make my son's food everyday. Its not the case. Honestly, I do make it most of the time, but some days, you just don't have the time/energy to get it all done. Enter this product. Before I bought this baby food, I read the reviews and all these people were saying that it has fruit in it, its like a dessert, yadda yadda yadda. The truth is, is that yes, it has a bit of fruit in it, but its not sweet at all. The fruit merely brings out the flavors naturally so that you don't have to add anything else. Its a great product to enter proteins into baby's diet. The consistency is smooth enough that if you wanted to add cereal  to it also, baby will not choke on it. I highly recommend.",positive,146,would love say time make sons food everyday case honestly make time days dont timeenergy get done enter product bought baby food read reviews people saying fruit like dessert yadda yadda yadda truth yes bit fruit sweet fruit merely brings flavors naturally dont add anything else great product enter proteins babys diet consistency smooth enough wanted add cereal also baby choke highly recommend,positive
4,good for you but not best flavor,"We love earth's best organic baby food, but this is not the tastiest one. I've tried it myself and think it is pretty gross. But my daughter still eats it, just not with as much enthusiasm as other flavors. It's got a decent amount of protein, which is important for us as a vegetarian family.",positive,55,love earths best organic baby food tastiest one ive tried think pretty gross daughter still eats much enthusiasm flavors got decent amount protein important us vegetarian family,positive
5,A favorite!,Soft smooth texture - my little one devours this one...it is one of the best meat/veg dinners we have found!,positive,20,soft smooth texture little one devours oneit one best meatveg dinners found,positive
1,Runny and odd-tasting,"My triplets will not eat this, eventhe one who will eat ANYTHING. The consistency is way too runny as well and does not stay on the spoon.",negative,27,triplets eat eventhe one eat anything consistency way runny well stay spoon,positive
3,Too runny...,"My baby LOVES sweet potatoes. I can essentially mix any food into sweet potatoes and he will eat them; which in this case could be a good or bad thing depending on what I wanted to mix in there... it was horribly runny, like spooning formula into his mouth. Ick.",neutral,50,baby loves sweet potatoes essentially mix food sweet potatoes eat case could good bad thing depending wanted mix horribly runny like spooning formula mouth ick,positive
